id_pedido,id_cliente,data_pedido,status_pedido,canal_venda,forma_pagamento
523,334,2025-02-08,Concluído,App,Pix
524,37,2024-09-05,Concluído,Loja física,Boleto
525,474,2025-12-02,Concluído,Site,Cartão de crédito
526,212,2025-11-18,Concluído,Marketplace,Boleto
527,165,2024-07-14,Concluído,Site,Boleto
528,180,2024-06-22,Concluído,Loja física,Pix
529,23,2025-03-27,Concluído,App,Boleto
530,388,2024-06-08,Em andamento,Site,Cartão de crédito
531,125,2024-02-25,Concluído,App,Boleto
532,176,2024-01-15,Cancelado,Site,Boleto
533,242,2025-04-05,Concluído,Marketplace,Pix
534,109,2025-07-04,Concluído,Marketplace,Cartão de débito
535,374,2025-09-29,Concluído,Site,Cartão de débito
536,464,2025-08-19,Cancelado,Site,Boleto
537,31,2024-06-23,Concluído,App,Boleto
538,239,2024-02-24,Cancelado,Site,Cartão de crédito
539,339,2025-02-01,Concluído,Marketplace,Cartão de crédito
540,150,2024-01-20,Cancelado,Loja física,Pix
541,261,2025-01-24,Cancelado,Site,Boleto
542,444,2025-05-11,Concluído,Site,Pix
543,257,2024-07-22,Concluído,Site,Cartão de crédito
544,473,2024-09-10,Concluído,Marketplace,Boleto
545,202,2025-05-16,Em andamento,App,Cartão de crédito
546,351,2024-12-21,Concluído,Marketplace,Boleto
547,257,2024-08-29,Concluído,Site,Boleto
548,456,2025-01-31,Concluído,Marketplace,Pix
549,175,2024-06-04,Concluído,App,Cartão de crédito
550,267,2025-01-26,Cancelado,App,Cartão de débito
551,294,2024-09-03,Concluído,Loja física,Boleto
552,169,2025-09-11,Concluído,App,Pix
553,71,2025-10-30,Concluído,App,Pix
554,353,2024-11-12,Cancelado,App,Cartão de débito
555,336,2024-05-28,Concluído,App,Boleto
556,286,2024-03-10,Concluído,Site,Pix
557,430,2024-11-21,Concluído,Site,Boleto
558,493,2025-02-27,Concluído,Marketplace,Cartão de débito
559,478,2025-10-14,Em andamento,Marketplace,Pix
560,55,2024-07-11,Concluído,App,Cartão de crédito
561,316,2025-09-18,Concluído,App,Pix
562,352,2024-08-24,Concluído,Marketplace,Cartão de crédito
563,400,2025-12-05,Concluído,App,Cartão de débito
564,333,2025-12-30,Concluído,App,Cartão de débito
565,243,2025-05-18,Concluído,App,Pix
566,17,2024-08-19,Concluído,Site,Boleto
567,114,2025-02-26,Em andamento,App,Pix
568,91,2024-03-08,Concluído,Loja física,Boleto
569,455,2025-04-13,Concluído,Loja física,Cartão de débito
570,312,2024-02-12,Em andamento,Loja física,Boleto
571,314,2025-02-07,Em andamento,Site,Cartão de crédito
572,234,2025-04-07,Concluído,App,Cartão de débito
573,286,2024-02-10,Concluído,Site,Pix
574,226,2024-10-25,Concluído,Marketplace,Boleto
575,86,2025-04-17,Concluído,Marketplace,Cartão de crédito
576,265,2025-12-07,Concluído,Loja física,Cartão de débito
577,370,2024-04-02,Concluído,Site,Pix
578,481,2025-08-22,Cancelado,App,Cartão de débito
579,166,2025-02-27,Concluído,Site,Pix
580,303,2025-04-09,Cancelado,App,Cartão de débito
581,129,2024-04-02,Concluído,App,Cartão de crédito
582,59,2024-04-03,Cancelado,Loja física,Boleto
583,269,2024-03-28,Cancelado,Loja física,Pix
584,282,2025-01-22,Concluído,Site,Pix
585,290,2024-12-09,Cancelado,App,Pix
586,92,2024-05-28,Em andamento,Site,Cartão de débito
587,159,2024-11-11,Em andamento,Loja física,Boleto
588,93,2025-10-03,Concluído,App,Pix
589,319,2024-01-04,Em andamento,Marketplace,Cartão de crédito
590,255,2025-04-14,Concluído,Site,Cartão de débito
591,112,2024-08-31,Concluído,Loja física,Cartão de débito
592,227,2025-02-23,Concluído,Site,Pix
593,143,2025-07-14,Concluído,App,Cartão de crédito
594,76,2024-07-08,Concluído,Marketplace,Cartão de crédito
595,438,2024-05-28,Concluído,Marketplace,Boleto
596,26,2024-03-30,Concluído,Loja física,Pix
597,345,2024-06-14,Concluído,App,Cartão de débito
598,185,2025-08-15,Concluído,Site,Boleto
599,189,2024-11-26,Concluído,Site,Cartão de débito
600,34,2025-07-17,Concluído,Loja física,Pix
601,356,2024-05-04,Concluído,Marketplace,Cartão de débito
602,108,2025-06-21,Cancelado,App,Cartão de crédito
603,293,2024-04-21,Em andamento,Site,Cartão de débito
604,310,2025-12-06,Cancelado,Marketplace,Cartão de débito
605,435,2025-09-15,Concluído,Marketplace,Boleto
606,315,2024-05-12,Concluído,Loja física,Cartão de débito
607,414,2025-05-19,Concluído,App,Boleto
608,1,2024-07-17,Concluído,Site,Cartão de débito
609,408,2025-10-02,Concluído,App,Cartão de débito
610,24,2025-02-27,Concluído,Marketplace,Pix
611,328,2024-01-12,Concluído,Marketplace,Boleto
612,158,2024-03-10,Concluído,Marketplace,Cartão de crédito
613,352,2024-04-26,Concluído,Marketplace,Cartão de débito
614,316,2025-08-05,Concluído,App,Pix
615,427,2024-12-04,Concluído,Loja física,Cartão de débito
616,331,2024-02-06,Concluído,Loja física,Pix
617,236,2025-10-04,Concluído,Marketplace,Cartão de débito
618,476,2025-02-27,Em andamento,Site,Boleto
619,372,2025-08-01,Cancelado,Marketplace,Cartão de crédito
620,296,2024-08-01,Cancelado,Marketplace,Boleto
621,497,2024-03-08,Concluído,Marketplace,Cartão de crédito
622,193,2024-12-13,Concluído,App,Cartão de débito
623,305,2024-07-10,Concluído,Marketplace,Boleto
624,17,2025-12-27,Concluído,Loja física,Cartão de crédito
625,450,2025-05-23,Concluído,Marketplace,Cartão de débito
626,111,2024-11-05,Concluído,Marketplace,Pix
627,192,2024-04-24,Concluído,App,Cartão de crédito
628,260,2025-03-30,Concluído,Loja física,Pix
629,175,2024-07-13,Concluído,Marketplace,Boleto
630,394,2024-05-26,Concluído,App,Pix
631,236,2024-02-07,Concluído,Site,Cartão de crédito
632,478,2024-11-14,Concluído,Site,Boleto
633,456,2025-04-23,Concluído,Site,Boleto
634,296,2024-01-24,Em andamento,Marketplace,Pix
635,103,2024-11-24,Concluído,Marketplace,Boleto
636,164,2025-06-29,Em andamento,Loja física,Cartão de crédito
637,77,2024-10-06,Concluído,Marketplace,Cartão de crédito
638,491,2024-01-16,Concluído,Site,Pix
639,180,2025-07-09,Concluído,Marketplace,Boleto
640,483,2024-05-24,Cancelado,Marketplace,Pix
641,37,2024-06-24,Concluído,Marketplace,Cartão de débito
642,67,2024-02-21,Concluído,Loja física,Cartão de crédito
643,197,2024-04-18,Concluído,Site,Cartão de débito
644,92,2025-02-05,Cancelado,Loja física,Boleto
645,171,2024-11-15,Concluído,Site,Cartão de débito
646,68,2025-08-04,Concluído,Loja física,Cartão de crédito
647,159,2025-04-11,Cancelado,Loja física,Cartão de débito
648,486,2024-08-25,Concluído,App,Boleto
649,201,2025-01-07,Concluído,Marketplace,Boleto
650,250,2025-04-09,Concluído,Site,Cartão de débito
651,180,2024-04-25,Concluído,Loja física,Pix
652,394,2024-10-16,Concluído,App,Cartão de crédito
653,419,2025-02-19,Cancelado,Site,Boleto
654,333,2025-07-23,Concluído,Marketplace,Cartão de débito
655,303,2025-02-14,Concluído,App,Pix
656,82,2025-07-15,Concluído,Loja física,Cartão de crédito
657,107,2024-12-14,Cancelado,Loja física,Cartão de débito
658,404,2025-08-03,Concluído,App,Pix
659,343,2025-11-09,Concluído,Loja física,Cartão de crédito
660,306,2025-08-29,Concluído,Marketplace,Cartão de crédito
661,91,2025-03-31,Concluído,Loja física,Cartão de crédito
662,56,2025-09-04,Cancelado,Loja física,Boleto
663,331,2025-05-21,Cancelado,Site,Cartão de crédito
664,419,2024-08-10,Concluído,Site,Pix
665,77,2025-11-07,Concluído,Marketplace,Cartão de débito
666,296,2025-09-22,Concluído,App,Pix
667,450,2025-11-28,Concluído,Marketplace,Boleto
668,368,2025-03-21,Concluído,Site,Cartão de crédito
669,262,2025-09-18,Concluído,App,Boleto
670,190,2024-03-04,Concluído,Site,Cartão de crédito
671,287,2025-12-21,Concluído,Site,Boleto
672,121,2024-02-01,Concluído,Loja física,Boleto
673,196,2025-12-29,Concluído,Loja física,Cartão de débito
674,109,2025-07-12,Cancelado,App,Cartão de débito
675,97,2024-05-22,Concluído,Loja física,Boleto
676,79,2025-03-03,Concluído,App,Pix
677,37,2024-01-12,Cancelado,Site,Pix
678,337,2025-05-13,Concluído,App,Cartão de crédito
679,329,2024-05-20,Concluído,Loja física,Cartão de débito
680,93,2025-09-30,Concluído,Loja física,Cartão de débito
681,182,2025-01-28,Concluído,App,Cartão de débito
682,4,2025-09-11,Concluído,Loja física,Pix
683,257,2025-12-30,Concluído,Loja física,Boleto
684,20,2024-02-04,Concluído,Loja física,Boleto
685,298,2024-04-25,Concluído,Site,Pix
686,440,2025-06-23,Em andamento,Marketplace,Cartão de débito
687,41,2025-06-13,Concluído,Site,Pix
688,323,2025-04-28,Em andamento,Site,Boleto
689,28,2025-09-19,Concluído,Site,Cartão de débito
690,263,2025-04-09,Concluído,Marketplace,Cartão de débito
691,492,2024-12-27,Concluído,Marketplace,Pix
692,356,2024-02-06,Concluído,Marketplace,Boleto
693,323,2024-03-03,Concluído,App,Cartão de crédito
694,150,2025-11-03,Em andamento,Site,Boleto
695,43,2025-05-11,Concluído,Site,Boleto
696,68,2024-09-15,Concluído,Marketplace,Boleto
697,8,2024-09-20,Em andamento,Site,Pix
698,379,2025-08-28,Concluído,Loja física,Boleto
699,134,2024-06-28,Cancelado,App,Cartão de débito
700,410,2024-07-04,Concluído,Site,Boleto
701,496,2024-03-27,Concluído,App,Cartão de débito
702,395,2025-02-26,Concluído,App,Cartão de débito
703,86,2025-10-14,Concluído,Marketplace,Cartão de crédito
704,136,2025-10-19,Em andamento,Site,Cartão de crédito
705,238,2024-06-20,Concluído,Loja física,Boleto
706,383,2025-05-02,Em andamento,App,Cartão de débito
707,362,2025-11-30,Concluído,Loja física,Boleto
708,272,2024-05-28,Concluído,Site,Boleto
709,196,2025-04-04,Cancelado,Marketplace,Cartão de crédito
710,470,2024-04-09,Concluído,Marketplace,Cartão de débito
711,471,2025-09-17,Cancelado,Marketplace,Boleto
712,137,2024-10-03,Concluído,Marketplace,Cartão de débito
713,396,2025-04-17,Cancelado,App,Pix
714,173,2025-06-16,Cancelado,App,Boleto
715,6,2025-07-14,Cancelado,Site,Cartão de crédito
716,211,2024-01-13,Concluído,Site,Cartão de débito
717,113,2024-12-25,Em andamento,Marketplace,Boleto
718,18,2024-07-16,Concluído,Site,Cartão de crédito
719,337,2025-08-31,Concluído,Site,Cartão de crédito
720,439,2024-03-29,Concluído,App,Cartão de débito
721,392,2025-11-03,Cancelado,App,Cartão de crédito
722,95,2025-12-13,Concluído,Marketplace,Cartão de débito
723,480,2025-11-07,Concluído,Loja física,Boleto
724,355,2025-03-13,Cancelado,Marketplace,Boleto
725,400,2024-06-14,Concluído,Marketplace,Cartão de crédito
726,199,2025-01-26,Concluído,Site,Boleto
727,92,2024-09-28,Concluído,Site,Cartão de débito
728,313,2024-07-24,Concluído,App,Cartão de débito
729,74,2024-04-21,Concluído,Loja física,Pix
730,330,2025-09-20,Concluído,Loja física,Boleto
731,18,2024-04-15,Concluído,Site,Boleto
732,10,2025-04-01,Concluído,App,Cartão de crédito
733,341,2024-02-08,Concluído,Marketplace,Pix
734,169,2025-12-17,Concluído,Site,Cartão de débito
735,224,2025-05-04,Concluído,Site,Pix
736,197,2024-01-04,Cancelado,Loja física,Cartão de crédito
737,275,2025-08-03,Concluído,Marketplace,Boleto
738,29,2025-02-14,Concluído,Site,Boleto
739,437,2025-07-01,Concluído,Site,Cartão de débito
740,332,2024-10-23,Concluído,App,Cartão de crédito
741,339,2025-01-28,Concluído,Marketplace,Cartão de débito
742,323,2024-04-19,Cancelado,Marketplace,Cartão de débito
743,454,2024-03-27,Concluído,Loja física,Pix
744,19,2024-05-23,Concluído,Site,Pix
745,200,2025-05-15,Concluído,Marketplace,Cartão de débito
746,495,2025-06-30,Concluído,Site,Cartão de crédito
747,29,2024-12-13,Concluído,Site,Cartão de débito
748,109,2024-05-01,Cancelado,Loja física,Pix
749,120,2025-08-16,Concluído,Site,Pix
750,335,2025-05-15,Concluído,Loja física,Cartão de crédito
751,360,2024-09-05,Cancelado,App,Cartão de crédito
752,324,2024-06-25,Concluído,Marketplace,Cartão de crédito
753,313,2025-04-12,Concluído,Site,Cartão de crédito
754,255,2024-04-26,Concluído,App,Cartão de crédito
755,219,2024-07-26,Concluído,Loja física,Boleto
756,500,2024-05-03,Cancelado,App,Boleto
757,392,2024-08-06,Concluído,App,Boleto
758,62,2024-03-05,Concluído,App,Cartão de débito
759,357,2024-06-21,Concluído,App,Cartão de débito
760,474,2024-09-06,Concluído,Site,Pix
761,406,2024-04-12,Concluído,Loja física,Pix
762,451,2024-01-17,Concluído,Site,Cartão de crédito
763,92,2024-01-08,Concluído,Marketplace,Cartão de débito
764,414,2025-12-11,Em andamento,Loja física,Pix
765,74,2024-07-30,Concluído,Marketplace,Cartão de débito
766,123,2025-02-25,Concluído,Site,Pix
767,314,2025-05-26,Concluído,Marketplace,Boleto
768,3,2025-03-04,Concluído,App,Pix
769,272,2024-04-30,Concluído,Marketplace,Pix
770,395,2025-04-20,Concluído,App,Boleto
771,100,2024-02-24,Concluído,App,Cartão de débito
772,91,2025-05-24,Concluído,Site,Cartão de crédito
773,187,2025-10-22,Concluído,App,Cartão de débito
774,172,2024-09-14,Concluído,Loja física,Cartão de crédito
775,380,2024-04-16,Concluído,App,Pix
776,249,2024-01-30,Concluído,Site,Cartão de crédito
777,370,2024-08-28,Concluído,Marketplace,Cartão de débito
778,383,2024-07-22,Cancelado,Marketplace,Pix
779,167,2024-04-22,Concluído,Site,Pix
780,446,2025-02-26,Concluído,Loja física,Pix
781,242,2024-03-16,Concluído,Loja física,Cartão de crédito
782,75,2025-03-22,Concluído,Loja física,Pix
783,192,2025-01-31,Concluído,Loja física,Pix
784,184,2025-10-09,Concluído,App,Boleto
785,17,2024-05-10,Cancelado,Site,Boleto
786,57,2024-05-19,Concluído,Loja física,Cartão de débito
787,390,2024-06-24,Concluído,App,Boleto
788,81,2025-09-10,Concluído,App,Pix
789,211,2024-03-29,Concluído,Loja física,Pix
790,243,2025-08-28,Concluído,Marketplace,Cartão de crédito
791,377,2025-03-14,Concluído,App,Boleto
792,297,2025-03-20,Concluído,App,Cartão de crédito
793,23,2025-03-03,Concluído,Loja física,Cartão de crédito
794,272,2025-03-11,Concluído,Loja física,Cartão de crédito
795,254,2025-04-08,Concluído,Site,Cartão de crédito
796,375,2025-12-10,Concluído,App,Pix
797,152,2025-01-02,Concluído,Site,Cartão de crédito
798,343,2025-05-06,Concluído,App,Cartão de débito
799,383,2025-08-07,Concluído,Site,Cartão de débito
800,396,2025-04-19,Concluído,Loja física,Pix
801,321,2025-01-14,Concluído,Site,Cartão de crédito
802,458,2025-01-29,Cancelado,Marketplace,Cartão de crédito
803,219,2024-10-30,Em andamento,Marketplace,Pix
804,42,2025-12-02,Concluído,Marketplace,Cartão de crédito
805,485,2025-06-11,Cancelado,Marketplace,Cartão de crédito
806,197,2024-04-23,Concluído,Loja física,Cartão de crédito
807,188,2025-01-09,Concluído,Site,Pix
808,172,2024-05-21,Concluído,Site,Cartão de débito
809,447,2025-08-17,Cancelado,App,Pix
810,181,2024-11-24,Concluído,Loja física,Boleto
811,33,2024-02-25,Concluído,Marketplace,Cartão de débito
812,257,2025-05-12,Concluído,Site,Cartão de débito
813,273,2025-12-27,Cancelado,Marketplace,Cartão de débito
814,189,2025-09-27,Cancelado,Site,Pix
815,45,2025-04-13,Concluído,Loja física,Pix
816,491,2024-10-22,Concluído,Site,Pix
817,58,2024-10-09,Cancelado,App,Cartão de débito
818,448,2024-06-03,Concluído,Site,Boleto
819,497,2025-03-02,Cancelado,App,Cartão de débito
820,216,2024-12-21,Concluído,Site,Boleto
821,33,2024-07-12,Concluído,App,Boleto
822,297,2025-02-25,Concluído,Marketplace,Cartão de débito
823,341,2025-08-30,Cancelado,Loja física,Cartão de débito
824,291,2024-11-07,Concluído,Marketplace,Pix
825,117,2024-09-23,Concluído,Marketplace,Boleto
826,76,2024-02-18,Concluído,Marketplace,Cartão de débito
827,317,2024-06-19,Concluído,Marketplace,Pix
828,430,2024-06-28,Cancelado,App,Pix
829,60,2024-08-31,Concluído,Marketplace,Pix
830,134,2025-03-27,Concluído,App,Pix
831,363,2025-07-29,Concluído,Marketplace,Boleto
832,191,2024-05-31,Concluído,App,Boleto
833,472,2024-05-04,Concluído,Loja física,Cartão de débito
834,486,2024-05-28,Concluído,Marketplace,Pix
835,497,2024-01-05,Em andamento,Marketplace,Boleto
836,459,2025-04-30,Concluído,App,Cartão de débito
837,353,2024-12-12,Concluído,Loja física,Cartão de crédito
838,348,2024-05-22,Concluído,Site,Boleto
839,206,2024-01-26,Concluído,App,Cartão de débito
840,48,2024-12-31,Concluído,Site,Pix
841,270,2025-08-20,Concluído,Marketplace,Pix
842,43,2024-01-24,Concluído,Loja física,Cartão de crédito
843,202,2025-06-08,Concluído,Loja física,Boleto
844,310,2025-09-09,Concluído,Site,Boleto
845,76,2025-02-11,Cancelado,Loja física,Boleto
846,191,2025-01-30,Concluído,Marketplace,Boleto
847,158,2024-12-25,Concluído,Site,Pix
848,380,2025-03-30,Concluído,Loja física,Boleto
849,413,2024-06-16,Em andamento,Loja física,Cartão de débito
850,428,2024-05-22,Concluído,Site,Pix
851,156,2024-07-31,Concluído,Marketplace,Cartão de crédito
852,388,2025-08-27,Concluído,Site,Cartão de crédito
853,328,2025-02-23,Concluído,Loja física,Pix
854,237,2025-07-23,Cancelado,App,Pix
855,427,2024-07-09,Concluído,Marketplace,Cartão de débito
856,422,2024-02-13,Concluído,Marketplace,Cartão de débito
857,379,2025-07-26,Concluído,App,Cartão de crédito
858,79,2024-01-03,Concluído,Marketplace,Cartão de débito
859,335,2024-05-07,Cancelado,Marketplace,Cartão de débito
860,252,2024-07-02,Cancelado,App,Cartão de crédito
861,392,2024-05-02,Concluído,Loja física,Cartão de crédito
862,382,2025-09-05,Concluído,Loja física,Cartão de débito
863,322,2024-09-21,Cancelado,Loja física,Cartão de crédito
864,263,2025-01-17,Em andamento,Site,Boleto
865,298,2024-06-15,Concluído,App,Boleto
866,450,2025-04-17,Cancelado,App,Boleto
867,28,2024-06-16,Concluído,Marketplace,Cartão de débito
868,467,2025-10-13,Concluído,Site,Boleto
869,272,2024-10-25,Concluído,Site,Pix
870,94,2025-10-05,Em andamento,Site,Pix
871,166,2025-07-10,Concluído,Marketplace,Boleto
872,358,2025-12-02,Cancelado,Marketplace,Cartão de crédito
873,297,2025-07-01,Concluído,App,Cartão de crédito
874,266,2024-05-20,Concluído,Marketplace,Cartão de débito
875,175,2025-02-25,Concluído,Site,Pix
876,258,2024-06-07,Concluído,App,Cartão de crédito
877,236,2025-03-03,Concluído,Site,Pix
878,246,2024-01-18,Concluído,Marketplace,Boleto
879,419,2024-05-22,Concluído,Marketplace,Pix
880,156,2025-12-27,Concluído,Site,Pix
881,439,2024-05-11,Cancelado,App,Pix
882,65,2024-11-10,Concluído,App,Cartão de crédito
883,354,2025-03-11,Em andamento,Site,Cartão de crédito
884,397,2024-01-20,Concluído,Loja física,Cartão de crédito
885,56,2024-07-20,Concluído,Site,Cartão de débito
886,466,2024-05-01,Concluído,Site,Cartão de crédito
887,342,2024-11-04,Concluído,Site,Cartão de crédito
888,106,2025-09-08,Concluído,App,Pix
889,180,2025-11-17,Concluído,Site,Pix
890,486,2024-10-11,Concluído,Marketplace,Boleto
891,438,2024-06-13,Concluído,App,Cartão de crédito
892,420,2024-04-11,Concluído,Site,Pix
893,494,2024-07-15,Concluído,App,Cartão de crédito
894,474,2024-04-11,Concluído,Loja física,Boleto
895,302,2025-12-15,Concluído,Loja física,Cartão de crédito
896,428,2024-07-04,Concluído,Loja física,Cartão de débito
897,264,2024-08-07,Concluído,Loja física,Cartão de crédito
898,64,2024-11-17,Concluído,Site,Pix
899,391,2025-05-22,Concluído,Marketplace,Cartão de crédito
900,168,2024-03-25,Concluído,Site,Cartão de débito
901,234,2024-10-17,Concluído,Marketplace,Cartão de débito
902,284,2024-08-19,Concluído,Marketplace,Cartão de débito
903,439,2024-07-12,Concluído,Loja física,Boleto
904,7,2024-07-02,Cancelado,Loja física,Cartão de crédito
905,225,2025-02-09,Concluído,Site,Cartão de crédito
906,203,2024-05-26,Concluído,Site,Pix
907,187,2024-03-07,Concluído,Marketplace,Pix
908,433,2025-09-01,Concluído,Site,Pix
909,372,2025-03-10,Concluído,Marketplace,Boleto
910,483,2025-10-21,Concluído,Marketplace,Cartão de débito
911,309,2025-11-13,Concluído,Loja física,Boleto
912,394,2024-05-30,Concluído,Site,Cartão de crédito
913,251,2024-09-13,Concluído,App,Pix
914,51,2024-01-31,Em andamento,Site,Cartão de crédito
915,348,2025-05-25,Concluído,App,Cartão de débito
916,348,2025-09-11,Concluído,App,Boleto
917,320,2025-09-28,Concluído,Site,Cartão de débito
918,104,2025-04-22,Concluído,Loja física,Cartão de débito
919,134,2025-05-31,Concluído,Marketplace,Cartão de crédito
920,221,2024-02-02,Concluído,Loja física,Cartão de débito
921,437,2024-11-18,Concluído,Loja física,Cartão de débito
922,17,2024-02-06,Concluído,Marketplace,Pix
923,221,2025-05-18,Concluído,Marketplace,Cartão de débito
924,392,2025-05-14,Concluído,Loja física,Cartão de débito
925,288,2025-05-02,Concluído,Site,Cartão de débito
926,254,2024-09-26,Concluído,Loja física,Boleto
927,165,2024-10-18,Concluído,Site,Cartão de crédito
928,429,2024-05-11,Concluído,Marketplace,Cartão de crédito
929,175,2025-10-02,Concluído,Site,Cartão de débito
930,183,2024-12-19,Concluído,Marketplace,Cartão de crédito
931,126,2025-11-08,Concluído,App,Boleto
932,44,2025-08-29,Cancelado,Site,Boleto
933,173,2024-04-27,Concluído,Site,Boleto
934,236,2024-02-08,Cancelado,Loja física,Cartão de débito
935,11,2024-09-30,Cancelado,Loja física,Cartão de crédito
936,194,2024-11-20,Concluído,Loja física,Boleto
937,51,2025-08-09,Concluído,Site,Pix
938,255,2024-12-10,Concluído,Marketplace,Pix
939,154,2025-09-21,Concluído,Loja física,Pix
940,326,2025-05-23,Concluído,App,Boleto
941,25,2024-09-28,Concluído,Loja física,Pix
942,381,2025-10-01,Concluído,Site,Boleto
943,35,2024-10-06,Concluído,Loja física,Cartão de débito
944,178,2024-08-02,Concluído,Marketplace,Boleto
945,340,2025-03-19,Concluído,Marketplace,Pix
946,206,2025-02-28,Concluído,Loja física,Pix
947,322,2024-01-20,Cancelado,App,Cartão de débito
948,339,2024-08-06,Em andamento,Loja física,Boleto
949,273,2025-10-15,Concluído,Loja física,Cartão de crédito
950,103,2025-06-18,Concluído,Loja física,Pix
951,78,2024-09-03,Em andamento,Marketplace,Cartão de débito
952,164,2025-02-24,Concluído,App,Cartão de débito
953,422,2024-09-30,Concluído,App,Boleto
954,308,2025-12-04,Concluído,Loja física,Pix
955,77,2024-04-26,Concluído,Site,Pix
956,238,2024-11-13,Concluído,Loja física,Cartão de débito
957,464,2025-10-24,Concluído,App,Pix
958,70,2024-10-06,Concluído,Marketplace,Boleto
959,282,2025-11-05,Concluído,Site,Cartão de débito
960,29,2024-01-21,Concluído,Marketplace,Boleto
961,462,2024-03-06,Concluído,Marketplace,Cartão de crédito
962,483,2025-02-10,Em andamento,App,Pix
963,293,2024-04-24,Em andamento,Site,Boleto
964,453,2025-05-23,Concluído,App,Cartão de crédito
965,169,2024-11-16,Concluído,Loja física,Pix
966,112,2025-03-09,Concluído,Site,Pix
967,497,2024-08-07,Concluído,Loja física,Cartão de débito
968,442,2024-09-17,Concluído,Site,Cartão de débito
969,192,2025-06-30,Cancelado,Site,Boleto
970,217,2025-07-12,Concluído,App,Boleto
971,186,2024-05-28,Concluído,Marketplace,Boleto
972,331,2024-01-22,Concluído,Site,Cartão de crédito
973,470,2025-12-08,Cancelado,App,Boleto
974,197,2025-07-19,Concluído,Marketplace,Cartão de crédito
975,444,2025-07-01,Concluído,Loja física,Cartão de débito
976,466,2024-01-09,Concluído,Marketplace,Boleto
977,480,2024-04-02,Em andamento,App,Boleto
978,441,2024-08-03,Concluído,Loja física,Boleto
979,209,2025-10-21,Concluído,Marketplace,Cartão de crédito
980,242,2025-05-18,Em andamento,Loja física,Boleto
981,449,2025-03-08,Concluído,App,Boleto
982,34,2025-06-02,Concluído,Loja física,Boleto
983,356,2025-04-09,Concluído,Site,Pix
984,228,2025-10-07,Cancelado,App,Cartão de crédito
985,103,2025-02-14,Concluído,Marketplace,Boleto
986,43,2025-08-12,Concluído,App,Pix
987,366,2025-06-12,Em andamento,App,Cartão de débito
988,232,2024-11-23,Concluído,App,Boleto
989,352,2024-06-26,Concluído,Marketplace,Boleto
990,44,2024-07-22,Concluído,Marketplace,Pix
991,449,2025-02-06,Concluído,App,Cartão de crédito
992,473,2024-01-24,Concluído,App,Cartão de crédito
993,102,2025-04-18,Concluído,App,Cartão de crédito
994,317,2025-02-14,Concluído,Marketplace,Pix
995,491,2024-04-01,Concluído,App,Cartão de crédito
996,368,2024-01-15,Concluído,Loja física,Cartão de débito
997,254,2025-11-20,Concluído,App,Pix
998,485,2024-07-14,Concluído,Marketplace,Cartão de débito
999,67,2025-01-26,Concluído,App,Pix
1000,373,2024-10-16,Cancelado,App,Cartão de débito
1001,210,2024-07-03,Concluído,Site,Boleto
1002,121,2024-09-25,Concluído,Loja física,Pix
1003,299,2025-01-13,Cancelado,Loja física,Cartão de crédito
1004,241,2024-01-11,Concluído,Marketplace,Cartão de débito
1005,109,2025-12-04,Cancelado,Loja física,Cartão de débito
1006,132,2025-09-03,Concluído,Site,Cartão de crédito
1007,171,2024-02-23,Concluído,Loja física,Boleto
1008,481,2025-09-12,Cancelado,Site,Cartão de crédito
1009,259,2024-09-16,Concluído,Loja física,Boleto
1010,344,2025-02-08,Concluído,App,Cartão de crédito
1011,92,2025-08-17,Concluído,App,Cartão de débito
1012,450,2024-12-13,Concluído,App,Cartão de crédito
1013,364,2024-11-20,Concluído,Loja física,Pix
1014,60,2024-09-23,Concluído,Site,Pix
1015,447,2025-05-26,Concluído,Marketplace,Cartão de débito
1016,463,2024-10-16,Concluído,Marketplace,Boleto
1017,458,2025-03-22,Concluído,Marketplace,Cartão de débito
1018,285,2024-06-03,Cancelado,Loja física,Cartão de crédito
1019,77,2024-07-12,Concluído,App,Pix
1020,241,2024-02-06,Concluído,App,Cartão de débito
1021,60,2025-03-22,Concluído,Site,Cartão de débito
1022,364,2024-12-31,Concluído,Loja física,Cartão de débito
1023,58,2025-05-19,Em andamento,App,Cartão de crédito
1024,48,2024-12-23,Concluído,Marketplace,Pix
1025,384,2024-06-21,Concluído,Marketplace,Pix
1026,498,2025-08-20,Concluído,App,Cartão de débito
1027,127,2024-03-19,Em andamento,Loja física,Cartão de crédito
1028,14,2024-12-02,Concluído,Site,Cartão de débito
1029,303,2025-01-17,Concluído,Marketplace,Pix
1030,42,2024-01-30,Concluído,Loja física,Cartão de débito
1031,490,2025-10-05,Concluído,Site,Boleto
1032,336,2024-02-14,Concluído,Loja física,Boleto
1033,67,2025-08-05,Concluído,Site,Boleto
1034,409,2024-11-26,Concluído,Site,Cartão de débito
1035,205,2024-04-04,Concluído,App,Pix
1036,46,2025-02-12,Concluído,App,Pix
1037,400,2025-02-01,Concluído,Marketplace,Pix
1038,153,2024-05-03,Concluído,Loja física,Boleto
1039,309,2025-12-02,Concluído,Marketplace,Cartão de crédito
1040,263,2025-01-11,Concluído,Loja física,Cartão de débito
1041,244,2025-02-01,Concluído,Loja física,Cartão de crédito
1042,416,2025-03-08,Concluído,App,Cartão de débito
1043,219,2025-10-07,Concluído,Site,Boleto
1044,347,2025-04-19,Concluído,App,Cartão de débito
