id_item,id_pedido,id_produto,quantidade,preco_venda,desconto
948,490,21,3,122.53,0
949,491,66,2,120.14,6.23
950,491,7,1,394.62,22.24
951,492,9,1,77.84,0
952,493,4,1,3602.74,0
953,494,62,1,586.46,0
954,494,50,1,153.67,6.03
955,495,71,3,2755.11,0
956,495,38,1,687.04,70.34
957,496,71,1,2597.62,0
958,497,76,1,925.2,0
959,497,41,1,3257.13,0
960,497,13,1,354.81,0
961,498,76,1,1012.02,96.07
962,498,49,2,157.34,6.46
963,498,57,3,88.62,0
964,498,10,2,365.44,0
965,499,29,2,219.78,26.84
966,499,37,3,276.36,0
967,499,1,1,187.85,27.42
968,500,56,1,354.12,0
969,500,54,2,3063.4,0
970,500,71,1,2689.06,175.09
971,501,72,1,414.48,45.33
972,502,63,1,612.67,0
973,502,79,1,255.91,0
974,503,49,1,154.21,6.64
975,503,3,1,517.73,0
976,504,67,1,1448.8,0
977,504,74,1,369.29,0
978,505,74,3,404.56,0
979,505,48,1,3471.53,357.56
980,505,18,1,370.08,0
981,506,50,1,147.5,0
982,506,78,2,415.76,18.2
983,507,52,1,2582.7,442.81
984,507,18,1,394.97,0
985,508,34,3,751.22,0
986,508,47,1,443.08,0
987,508,35,1,316.48,0
988,509,74,1,407.59,0
989,510,74,1,385.32,0
990,510,3,2,498.88,0
991,510,7,1,399.64,62.8
992,511,23,1,412.91,0
993,511,65,2,889.65,38.56
994,512,67,1,1340.61,0
995,512,24,1,738.72,126.5
996,513,48,1,3088.87,0
997,513,1,1,192.06,0
998,514,74,1,365.41,36.39
999,515,12,1,165.9,14.0
1000,515,41,3,3267.89,0
1001,515,24,2,662.41,65.81
1002,516,76,1,960.36,0
1003,516,41,2,3184.47,0
1004,516,2,1,576.48,0
1005,517,30,2,2507.79,0
1006,517,19,1,2258.7,0
1007,518,77,1,137.61,0
1008,519,12,3,166.84,0
1009,520,61,1,394.76,0
1010,521,10,1,348.26,50.92
1011,522,52,1,2545.33,0
1012,522,29,1,229.3,0
1013,523,33,1,605.62,97.33
1014,524,68,1,121.82,0
1015,525,55,1,1022.32,140.73
1016,526,39,3,70.18,0
1017,527,41,1,2978.18,238.55
1018,527,30,1,2482.95,93.16
1019,527,49,1,162.04,0
1020,527,39,1,69.22,3.97
1021,528,77,3,136.71,0
1022,528,5,1,438.99,0
1023,528,70,1,676.69,44.01
1024,529,13,1,383.28,30.39
1025,529,60,1,848.09,0
1026,529,65,1,880.33,29.55
1027,529,50,2,153.42,23.42
1028,530,11,1,69.16,0
1029,530,23,3,402.28,0
1030,530,1,1,195.94,0
1031,530,18,1,368.11,0
1032,531,24,3,681.17,0
1033,532,76,1,1010.5,0
1034,532,34,1,744.99,0
1035,533,57,2,93.81,0
1036,534,46,1,455.83,0
1037,534,76,1,1002.93,177.9
1038,535,80,1,821.93,0
1039,536,75,1,374.59,13.0
1040,537,6,1,433.89,0
1041,538,70,1,645.97,40.83
1042,539,79,3,255.78,0
1043,539,23,1,403.14,0
1044,540,47,1,423.49,0
1045,541,74,1,385.25,0
1046,541,2,3,615.21,68.91
1047,542,62,1,597.49,60.85
1048,542,34,1,809.49,0
1049,543,25,1,808.47,0
1050,543,73,1,332.53,0
1051,543,37,1,285.33,22.6
1052,543,40,1,357.13,0
1053,544,28,4,135.35,12.0
1054,545,59,1,263.63,15.29
1055,546,20,2,174.33,0
1056,546,29,1,205.73,0
1057,546,40,1,359.1,0
1058,546,43,1,660.62,0
1059,547,66,1,125.43,11.15
1060,547,33,1,550.51,0
1061,547,32,1,95.25,0
1062,547,2,3,587.39,0
1063,548,72,2,385.91,0
1064,548,70,1,630.48,23.31
1065,548,58,3,1096.81,0
1066,548,42,2,301.22,0
1067,548,73,1,349.24,0
1068,549,60,4,842.69,0
1069,550,57,1,93.31,0
1070,551,71,1,2595.56,0
1071,552,78,2,390.98,0
1072,553,16,2,341.36,0
1073,553,67,1,1431.11,0
1074,553,74,1,383.93,0
1075,553,63,1,659.25,0
1076,554,61,2,383.53,0
1077,554,22,1,357.9,0
1078,555,31,1,505.89,0
1079,556,9,1,75.5,0
1080,556,71,1,2589.79,0
1081,556,49,1,167.4,0
1082,557,66,1,123.15,4.69
1083,557,18,1,396.34,0
1084,558,30,1,2390.43,171.19
1085,558,18,1,379.51,18.88
1086,559,68,1,123.49,0
1087,559,15,1,109.45,0
1088,560,2,1,568.58,96.98
1089,560,17,1,219.91,30.25
1090,561,17,1,234.49,34.36
1091,561,14,1,432.02,0
1092,562,33,1,540.66,0
1093,563,77,1,135.48,0
1094,564,75,1,387.42,15.75
1095,565,21,4,115.11,0
1096,566,10,1,360.84,0
1097,566,61,1,417.46,0
1098,566,39,1,72.71,11.37
1099,567,36,1,131.43,5.54
1100,567,9,2,83.44,0
1101,568,8,1,1215.85,0
1102,569,51,1,128.03,0
1103,569,59,1,275.19,0
1104,569,6,1,412.46,0
1105,570,33,1,572.36,0
1106,570,39,1,71.09,4.53
1107,570,5,1,404.68,0
1108,571,59,1,286.95,0
1109,572,16,1,353.41,52.26
1110,573,44,1,280.58,37.0
1111,573,72,2,414.53,0
1112,574,64,3,748.66,0
1113,574,77,3,124.14,9.52
1114,575,11,1,63.79,5.16
1115,575,77,1,123.92,0
1116,575,74,4,412.72,0
1117,576,47,1,442.61,29.58
1118,577,5,2,424.44,0
1119,577,31,1,459.67,0
1120,577,10,1,372.48,0
1121,577,11,1,67.38,0
1122,578,59,1,288.66,0
1123,578,52,1,2788.03,0
1124,579,26,3,821.89,0
1125,579,47,4,437.2,0
1126,580,65,3,810.09,58.37
1127,580,49,1,156.38,0
1128,581,2,1,616.31,0
1129,581,74,3,390.76,0
1130,582,52,1,2633.1,0
1131,583,51,2,119.74,0
1132,583,39,1,69.73,0
1133,584,48,2,3310.93,189.51
1134,585,37,1,279.02,31.16
1135,586,21,3,126.42,0
1136,587,40,1,365.07,0
1137,588,59,1,290.99,0
1138,589,69,1,178.71,0
1139,590,46,1,425.81,0
1140,590,22,1,359.95,0
1141,591,21,1,126.41,0
1142,592,23,2,410.05,0
1143,592,56,1,359.81,0
1144,593,15,1,112.92,0
1145,593,64,3,754.23,0
1146,594,44,2,301.09,29.12
1147,595,74,1,381.56,38.23
1148,595,56,1,370.2,0
1149,596,46,2,465.57,0
1150,597,48,1,3281.85,0
1151,598,20,1,188.81,0
1152,599,24,1,709.25,0
1153,600,4,1,3419.1,0
1154,601,28,2,142.12,0
1155,601,51,1,117.39,10.18
1156,601,68,1,119.54,0
1157,602,4,1,3400.85,0
1158,603,32,2,98.69,0
1159,603,45,2,347.18,22.63
1160,603,17,1,232.21,0
1161,604,79,1,261.22,0
1162,605,47,2,461.45,0
1163,606,29,1,216.56,0
1164,606,46,3,445.84,16.65
1165,606,17,3,214.84,26.01
1166,607,16,2,320.58,10.3
1167,607,65,1,846.67,0
1168,607,21,2,126.53,0
1169,608,72,3,407.06,0
1170,608,24,1,732.43,0
1171,608,12,1,155.83,0
1172,609,57,2,85.6,15.02
1173,610,20,1,176.5,0
1174,611,14,2,443.61,0
1175,612,73,1,369.51,0
1176,613,24,2,681.77,39.17
1177,613,23,2,435.63,0
1178,614,7,3,401.28,0
1179,615,62,2,554.13,49.61
1180,615,32,2,90.45,0
1181,615,9,1,80.71,9.19
1182,616,16,1,325.88,42.04
1183,617,50,1,159.21,0
1184,618,52,1,2807.38,0
1185,619,9,1,76.74,0
1186,620,33,1,599.56,0
1187,621,48,1,3366.23,386.89
1188,621,12,3,157.56,0
1189,622,12,1,158.25,0
1190,623,58,1,1178.86,177.44
1191,623,71,2,2536.39,447.57
1192,624,10,2,355.73,45.98
1193,624,80,1,797.01,53.04
1194,625,80,1,850.27,0
1195,625,52,1,2851.11,0
1196,626,55,1,1008.8,121.35
1197,627,17,1,214.34,0
1198,627,57,1,95.19,0
1199,627,50,1,156.89,0
1200,628,27,1,267.18,0
1201,628,74,1,380.8,40.7
1202,628,40,2,354.67,0
1203,629,19,1,2230.99,348.76
1204,630,63,4,657.12,0
1205,630,49,3,159.18,0
1206,630,35,1,315.9,0
1207,631,40,1,362.96,0
1208,632,58,1,1196.08,0
1209,633,26,1,812.44,0
1210,634,43,1,631.36,0
1211,635,61,1,416.95,0
1212,635,26,1,840.98,0
1213,636,15,2,107.47,0
1214,637,49,1,150.38,0
1215,637,29,1,204.83,0
1216,638,68,1,115.13,8.63
1217,639,41,2,3259.21,0
1218,639,79,1,255.43,0
1219,639,38,1,663.99,0
1220,639,68,2,122.01,0
1221,639,80,1,813.01,0
1222,640,40,1,370.4,0
1223,640,79,2,251.89,0
1224,640,16,2,323.82,0
1225,641,35,2,309.48,0
1226,642,72,1,383.82,0
1227,642,22,1,384.9,0
1228,643,74,2,378.84,17.25
1229,643,69,1,182.34,0
1230,643,67,1,1416.67,144.23
1231,643,75,1,377.03,0
1232,644,25,1,791.0,0
1233,644,37,1,276.15,0
1234,645,32,1,90.76,0
1235,646,49,2,153.94,5.25
1236,646,9,2,82.79,12.16
1237,646,19,1,2454.04,0
1238,647,46,1,453.03,53.16
1239,648,61,1,400.94,0
1240,648,1,3,189.93,0
1241,649,47,1,432.48,0
1242,650,29,1,210.85,0
1243,651,27,1,253.03,0
1244,652,18,1,378.01,0
1245,653,34,1,807.03,52.29
1246,654,75,1,395.12,0
1247,654,54,1,3163.39,0
1248,655,41,2,3281.88,0
1249,656,75,3,368.44,0
1250,657,63,1,633.99,0
1251,658,5,1,450.75,28.96
1252,659,47,1,453.82,0
1253,659,7,1,406.39,0
1254,659,21,1,127.29,0
1255,660,26,1,881.04,0
1256,661,18,1,382.09,0
1257,662,27,2,254.59,17.32
1258,663,9,1,78.27,0
1259,663,16,3,312.5,0
1260,664,62,1,571.5,0
1261,665,8,1,1228.92,51.29
1262,666,30,2,2395.28,169.17
1263,666,75,3,400.02,44.41
1264,666,72,1,430.72,0
1265,666,34,2,821.34,0
1266,667,59,2,290.86,0
1267,668,7,2,391.52,0
1268,669,34,1,819.21,137.3
1269,669,70,1,652.29,0
1270,670,14,1,475.15,0
1271,671,34,1,777.01,0
1272,672,57,2,89.49,9.47
1273,672,20,3,176.93,0
1274,673,75,2,377.84,0
1275,674,33,2,551.35,37.14
1276,674,65,1,866.12,0
1277,675,13,1,339.88,0
1278,675,17,3,214.74,0
1279,675,11,4,66.23,0
1280,676,7,1,391.04,0
1281,676,10,1,334.76,0
1282,677,20,1,186.57,0
1283,678,46,1,437.17,0
1284,679,64,1,775.83,0
1285,679,14,2,441.14,0
1286,679,23,1,384.65,0
1287,680,15,1,104.89,0
1288,681,76,3,991.94,110.04
1289,681,49,1,169.32,0
1290,681,25,1,802.77,84.56
1291,682,66,1,116.68,3.86
1292,682,77,1,136.01,0
1293,683,65,1,810.95,0
1294,684,58,1,1152.56,0
1295,685,27,1,276.47,0
1296,686,35,1,336.36,0
1297,687,21,1,120.23,0
1298,687,46,1,423.72,0
1299,687,73,1,362.16,0
1300,688,20,1,194.52,0
1301,688,76,2,927.64,72.04
1302,688,37,2,280.19,0
1303,688,15,1,106.07,0
1304,689,53,1,230.18,0
1305,690,24,1,680.12,72.88
1306,690,6,1,425.9,25.86
1307,690,56,1,358.66,0
1308,691,35,1,333.51,52.8
1309,692,11,1,62.85,0
1310,693,10,1,346.61,0
1311,694,48,2,3292.04,0
1312,694,69,4,169.08,24.44
1313,694,20,1,180.4,0
1314,695,40,4,362.4,0
1315,696,6,1,446.32,0
1316,696,50,1,158.76,0
1317,697,67,1,1344.15,0
1318,697,42,2,300.39,28.63
1319,697,50,1,151.92,18.47
1320,698,56,1,337.87,45.11
1321,698,19,1,2243.61,140.32
1322,699,37,1,285.85,0
1323,699,63,2,644.03,0
1324,699,66,3,115.88,0
1325,699,73,1,339.72,0
1326,699,15,1,107.25,17.3
1327,700,3,2,520.54,0
1328,701,45,3,351.05,0
1329,702,51,1,118.37,0
1330,703,23,1,430.04,0
1331,704,1,1,179.2,0
1332,704,46,2,428.72,0
1333,705,8,1,1196.53,0
1334,705,58,2,1197.56,0
1335,705,51,1,125.72,0
1336,706,65,1,900.12,136.98
1337,706,79,1,268.72,0
1338,706,50,1,163.65,0
1339,707,52,1,2671.39,0
1340,707,23,2,383.57,20.43
1341,707,51,1,119.34,0
1342,707,59,2,262.53,0
1343,708,29,1,221.41,0
1344,708,45,1,332.63,0
1345,708,24,2,712.61,0
1346,709,64,1,730.22,0
1347,709,50,1,157.63,25.98
1348,709,13,1,342.35,0
1349,710,10,1,354.41,0
1350,711,59,3,281.62,0
1351,712,75,1,387.6,0
1352,712,69,1,166.42,0
1353,713,20,1,190.73,0
1354,713,51,1,130.09,12.65
1355,713,49,1,159.74,0
1356,713,48,3,3208.17,227.54
1357,713,52,1,2741.23,0
1358,714,18,2,366.69,37.14
1359,714,75,2,381.23,0
1360,715,9,1,79.63,0
1361,715,57,1,87.63,0
1362,715,74,1,382.96,0
1363,715,80,1,832.9,88.59
1364,715,51,2,129.65,0
1365,716,60,1,837.45,0
1366,717,27,2,264.95,0
1367,717,52,4,2622.71,0
1368,718,38,1,711.82,89.69
1369,719,2,1,620.0,55.66
1370,719,42,3,273.04,0
1371,719,22,1,399.31,44.58
1372,720,33,1,548.16,62.18
1373,721,72,2,423.31,0
1374,721,25,1,793.97,0
1375,722,61,2,417.18,34.27
1376,722,34,4,764.53,133.04
1377,723,2,1,604.27,0
1378,723,7,2,409.84,0
1379,723,1,2,189.62,0
1380,724,46,1,424.49,48.73
1381,725,70,1,600.17,0
1382,725,38,3,722.36,0
1383,725,56,1,336.46,0
1384,726,4,1,3719.45,240.42
1385,726,15,3,103.89,0
1386,726,27,1,266.94,27.39
1387,727,55,3,998.05,0
1388,727,72,1,430.38,0
1389,728,17,3,231.37,0
1390,728,15,1,104.06,0
1391,728,42,1,306.48,37.19
1392,729,28,3,141.29,0
1393,730,34,1,779.95,0
1394,730,64,1,721.07,0
1395,730,40,1,343.34,52.74
1396,731,29,1,218.31,11.04
1397,732,45,1,325.69,0
1398,733,8,1,1231.5,0
1399,733,1,3,176.94,0
1400,733,32,1,98.17,0
1401,734,60,1,830.61,0
1402,734,64,1,713.58,0
1403,735,42,1,277.94,0
1404,736,45,1,355.89,16.85
1405,737,63,1,647.56,108.42
1406,737,48,1,3331.15,0
1407,738,34,1,767.84,65.2
1408,738,58,1,1174.14,0
1409,739,38,1,693.21,0
1410,739,15,3,106.02,16.66
1411,739,60,1,754.98,80.47
1412,740,25,1,735.61,108.96
1413,741,31,3,519.35,0
1414,741,67,1,1378.27,0
1415,742,72,1,422.78,0
1416,743,2,2,585.75,0
1417,743,37,1,262.02,0
1418,744,42,2,279.49,0
1419,745,66,1,119.45,0
1420,746,62,1,566.41,0
1421,747,62,1,573.85,86.86
1422,748,9,1,82.17,9.92
1423,748,40,1,345.58,0
1424,749,44,1,292.47,0
1425,750,5,1,433.65,0
1426,751,74,1,377.06,0
1427,751,3,2,482.96,0
1428,752,53,1,220.46,0
1429,752,67,1,1424.61,0
1430,753,80,2,852.03,0
1431,753,79,1,273.05,0
1432,754,43,2,608.42,0
1433,754,74,1,394.98,16.08
1434,754,45,2,338.62,0
1435,755,10,1,357.75,0
1436,755,18,3,388.17,12.48
1437,756,75,1,406.12,32.21
1438,757,35,2,307.12,0
1439,758,67,1,1422.84,0
1440,758,51,1,124.87,0
1441,758,14,2,433.22,28.97
1442,759,63,1,684.21,102.11
1443,759,69,1,181.72,0
1444,759,11,1,68.7,0
1445,759,36,1,134.6,0
1446,759,44,1,302.61,0
1447,760,29,1,227.82,0
1448,760,48,1,3379.01,0
1449,761,2,1,603.79,85.53
1450,761,41,1,3019.47,0
1451,762,69,1,175.21,0
1452,763,41,1,3020.35,0
1453,764,68,2,120.86,0
1454,764,42,2,273.17,0
1455,765,39,1,66.28,0
1456,765,28,1,143.77,0
1457,765,60,1,792.54,0
1458,766,45,1,344.58,0
1459,767,31,2,461.7,36.97
1460,768,56,1,357.67,0
1461,769,12,2,167.41,17.26
1462,769,43,1,626.45,0
1463,770,38,1,726.25,0
1464,771,66,1,114.41,6.15
1465,771,31,1,520.38,0
1466,772,44,3,281.63,0
1467,773,33,1,600.87,0
1468,774,14,1,467.22,0
1469,775,27,1,276.29,0
1470,776,34,1,778.38,45.41
1471,777,1,1,180.45,18.58
1472,777,18,1,372.29,0
1473,778,34,1,817.06,63.36
1474,778,35,1,299.58,0
1475,778,59,2,271.89,0
1476,779,78,1,391.09,0
1477,779,1,2,197.83,0
1478,780,41,2,3017.87,0
1479,780,45,1,351.07,0
1480,780,15,2,101.43,6.03
1481,781,55,3,1073.7,0
1482,781,71,2,2820.64,0
1483,782,5,3,436.88,0
1484,782,26,3,829.39,83.34
1485,782,40,1,344.81,0
1486,783,28,1,138.22,9.35
1487,783,52,1,2524.52,421.52
1488,784,45,3,326.57,16.32
1489,784,25,1,730.63,50.63
1490,784,66,1,114.24,0
1491,784,54,2,3081.54,0
1492,785,60,1,778.82,25.66
1493,786,64,2,716.01,0
1494,786,76,1,946.48,0
1495,787,10,1,361.2,45.2
1496,787,8,1,1245.76,0
1497,787,80,1,852.53,0
1498,788,50,2,157.48,8.92
1499,788,33,1,577.13,0
1500,789,38,1,715.34,0
1501,790,23,1,411.53,0
1502,790,54,1,2962.57,0
1503,791,49,1,159.08,14.3
1504,792,22,3,362.82,43.24
1505,792,8,2,1166.26,0
1506,793,18,1,383.6,0
1507,794,4,1,3532.14,0
1508,794,2,1,590.3,102.3
1509,795,2,2,569.21,0
1510,795,4,1,3669.59,0
1511,796,12,1,161.64,0
1512,797,66,1,112.79,0
1513,798,16,1,347.22,0
1514,799,36,1,127.6,0
1515,799,53,3,225.87,15.48
1516,799,15,1,100.48,0
1517,799,64,2,762.06,0
1518,800,17,1,232.44,18.91
1519,800,24,1,702.59,0
1520,800,47,1,463.83,0
1521,801,75,1,401.54,0
1522,801,35,1,306.07,0
1523,802,24,1,705.96,0
1524,803,17,1,215.82,0
1525,804,72,1,399.33,0
1526,804,4,1,3475.39,0
1527,804,18,1,370.89,0
1528,805,69,1,181.17,17.12
1529,806,37,2,264.6,0
1530,806,78,2,429.53,0
1531,806,69,1,167.21,0
1532,807,2,1,573.22,0
1533,808,30,1,2551.18,0
1534,809,15,1,107.49,8.07
1535,809,74,1,393.92,0
1536,809,5,1,449.78,0
1537,809,63,3,642.92,0
1538,809,38,1,715.45,0
1539,810,36,1,140.87,7.56
1540,810,70,1,674.68,0
1541,810,35,1,306.36,0
1542,810,66,1,112.64,15.94
1543,810,56,1,371.45,11.95
1544,811,1,1,188.47,0
1545,811,27,2,271.95,0
1546,811,28,1,140.33,0
1547,811,8,1,1210.27,0
1548,812,12,1,158.87,18.58
1549,812,16,2,315.99,0
1550,813,20,1,184.37,0
1551,813,31,2,494.39,0
1552,814,59,1,276.23,0
1553,814,80,1,895.89,0
1554,814,6,3,442.99,0
1555,815,34,1,745.69,0
1556,815,50,2,165.43,0
1557,816,32,1,88.32,0
1558,816,56,3,332.88,54.05
1559,817,78,1,401.35,42.22
1560,818,40,1,340.35,0
1561,818,20,1,181.26,0
1562,818,3,1,499.07,39.05
1563,819,78,1,418.85,0
1564,819,77,1,124.15,4.82
1565,819,33,1,605.62,0
1566,819,37,2,280.38,0
1567,820,65,1,818.24,79.38
1568,821,37,1,274.24,0
1569,821,1,1,181.6,0
1570,821,20,1,178.06,0
1571,821,51,1,119.91,0
1572,822,29,1,207.05,0
1573,822,45,4,342.85,46.35
1574,822,59,1,261.25,0
1575,822,3,1,483.8,0
1576,823,73,1,362.68,0
1577,824,5,1,437.48,30.48
1578,825,7,1,418.25,0
1579,826,4,2,3654.59,648.84
1580,826,12,1,165.65,0
1581,827,45,1,319.73,0
1582,828,48,1,3200.49,0
1583,828,2,2,608.12,0
1584,828,64,1,726.38,117.16
1585,828,55,1,1061.88,0
1586,829,29,2,213.01,0
1587,830,80,1,814.65,0
1588,831,27,1,251.86,28.65
1589,831,40,1,350.75,0
1590,832,41,2,3222.79,318.5
1591,833,51,1,123.52,0
1592,833,58,3,1197.31,0
1593,833,1,3,195.85,8.13
1594,833,66,3,125.07,0
1595,834,70,1,665.77,82.24
1596,835,11,1,66.95,0
1597,835,21,1,128.89,13.73
1598,836,62,3,554.94,0
1599,836,39,1,67.54,9.38
1600,837,49,3,152.45,0
1601,837,71,1,2822.14,0
1602,837,20,2,176.55,26.1
1603,838,52,1,2616.99,0
1604,839,16,1,320.4,0
1605,839,13,1,359.13,46.8
1606,839,79,1,251.32,0
1607,840,65,1,833.57,0
1608,840,23,1,435.64,0
1609,840,9,2,74.12,0
1610,841,6,1,443.62,0
1611,841,24,1,675.12,0
1612,841,12,1,168.29,15.18
1613,842,68,1,121.25,6.23
1614,843,65,1,809.53,145.65
1615,843,50,1,157.89,0
1616,844,78,1,424.26,13.57
1617,844,7,1,438.2,0
1618,845,64,2,746.01,0
1619,846,54,2,2884.54,0
1620,846,6,1,446.28,0
1621,847,79,1,265.42,0
1622,847,7,1,432.07,0
1623,847,65,1,804.14,48.98
1624,847,34,1,763.2,0
1625,848,3,3,508.46,0
1626,848,61,2,405.73,20.55
1627,849,8,1,1275.88,43.54
1628,849,30,1,2376.2,0
1629,850,20,1,181.76,0
1630,850,17,2,229.16,0
1631,850,26,2,779.83,0
1632,850,77,1,123.45,0
1633,850,76,1,936.07,129.57
1634,851,46,2,447.61,57.16
1635,851,60,1,781.35,0
1636,852,51,3,119.43,0
1637,853,5,2,425.47,0
1638,854,46,2,433.8,0
1639,855,57,1,88.2,0
1640,856,32,2,98.07,0
1641,856,74,2,409.23,32.03
1642,857,53,2,223.39,37.79
1643,857,39,1,68.92,0
1644,858,67,2,1418.72,0
1645,858,34,1,828.28,0
1646,858,21,1,127.02,0
1647,858,37,1,256.02,0
1648,859,77,2,126.95,6.61
1649,859,10,1,336.37,0
1650,860,71,4,2771.87,0
1651,861,30,1,2516.78,198.52
1652,861,79,2,273.17,28.63
1653,861,43,1,679.39,0
1654,862,75,1,373.07,0
1655,862,55,2,1064.54,119.12
1656,862,16,1,331.22,0
1657,863,18,1,393.72,0
1658,863,30,1,2423.78,0
1659,863,76,3,906.35,0
1660,864,21,2,114.01,0
1661,864,30,1,2583.54,0
1662,865,36,1,132.64,11.1
1663,866,4,1,3343.97,0
1664,867,50,2,161.08,0
1665,868,30,1,2438.93,79.0
1666,868,62,1,578.59,0
1667,868,8,2,1207.51,0
1668,868,28,1,133.0,15.21
1669,868,13,1,373.32,0
1670,869,19,1,2349.66,0
1671,869,58,1,1122.44,35.4
1672,870,49,1,168.7,0
1673,870,27,2,278.68,31.29
1674,871,61,1,389.94,0
1675,871,54,2,3168.97,0
1676,871,18,1,399.18,27.74
1677,871,46,3,448.92,0
1678,872,23,1,424.47,0
1679,872,8,1,1183.33,128.66
1680,873,19,1,2417.53,0
1681,873,61,1,422.89,0
1682,873,26,1,776.49,99.73
1683,874,58,1,1130.73,0
1684,875,44,1,286.87,38.92
1685,875,45,1,354.67,0
1686,876,24,1,726.85,0
1687,877,27,1,270.68,34.25
1688,878,14,2,475.02,0
1689,878,10,1,360.78,0
1690,879,22,1,369.78,0
1691,880,15,1,107.29,0
1692,880,37,1,268.78,0
1693,881,75,1,400.71,66.03
1694,881,2,2,628.12,0
1695,881,27,2,247.3,0
1696,882,24,1,657.18,0
1697,882,51,1,117.97,0
1698,882,35,2,299.49,53.81
1699,883,25,1,790.43,0
1700,884,5,1,415.75,0
1701,884,38,1,664.49,77.5
1702,885,57,1,89.2,0
1703,885,21,3,113.8,13.02
1704,885,73,2,366.8,0
1705,886,45,1,345.15,0
1706,887,78,1,413.66,55.89
1707,888,64,2,701.44,0
1708,888,24,1,654.54,0
1709,888,70,1,630.95,59.67
1710,888,12,1,158.65,0
1711,888,21,1,127.14,0
1712,889,27,1,255.77,0
1713,890,3,2,505.06,0
1714,890,58,1,1062.31,0
1715,891,53,1,232.87,40.51
1716,891,3,2,510.84,74.45
1717,891,22,3,393.23,0
1718,891,6,2,408.94,28.16
1719,891,70,1,598.77,98.68
1720,892,25,1,731.27,0
1721,893,9,1,82.13,0
1722,894,45,1,350.23,0
1723,894,8,1,1252.8,0
1724,894,15,1,111.43,0
1725,895,72,1,420.73,67.85
1726,895,37,1,264.28,0
1727,895,27,1,251.3,0
1728,896,73,2,356.89,0
1729,897,35,2,302.4,0
1730,898,43,2,630.22,0
1731,899,79,3,247.73,25.88
1732,899,18,1,389.64,0
1733,900,21,1,113.95,16.66
1734,901,12,1,169.08,0
1735,902,13,1,370.19,31.78
1736,902,76,2,916.51,0
1737,902,17,3,227.35,35.91
1738,902,24,1,685.77,0
1739,902,51,2,119.1,14.66
1740,903,30,1,2523.54,356.51
1741,904,35,2,309.75,42.06
1742,904,41,1,3199.44,0
1743,905,41,1,3006.97,0
1744,906,14,1,465.45,73.4
1745,907,76,1,932.88,0
1746,907,60,1,822.39,40.87
1747,908,65,2,862.41,49.2
1748,908,70,3,596.55,0
1749,908,31,1,460.52,0
1750,908,33,1,582.94,0
1751,908,42,2,299.74,0
1752,909,56,1,350.21,0
1753,909,46,1,443.76,47.91
1754,909,13,1,374.01,0
1755,909,80,1,809.84,0
1756,909,8,1,1249.5,0
1757,910,62,1,558.4,0
1758,910,18,1,389.69,0
1759,911,47,2,458.36,0
1760,911,40,1,364.0,0
1761,911,28,1,132.85,0
1762,912,14,1,447.15,0
1763,913,52,1,2663.5,0
1764,913,22,1,364.22,57.42
1765,913,39,1,67.11,0
1766,913,58,1,1144.69,36.31
1767,914,54,1,3167.25,0
1768,915,52,1,2838.57,0
1769,916,7,1,398.25,0
1770,916,75,1,362.83,0
1771,916,47,1,424.45,0
1772,917,32,2,93.59,5.06
1773,917,48,2,3103.43,0
1774,918,1,1,185.39,20.27
1775,919,5,1,426.34,0
1776,919,42,2,302.47,53.34
1777,920,51,2,128.23,0
1778,920,37,1,267.05,0
1779,920,28,1,137.31,0
1780,921,19,2,2396.84,383.74
1781,922,53,1,230.78,0
1782,923,12,3,156.68,0
1783,924,50,1,162.33,23.1
1784,924,45,1,338.67,0
1785,925,47,1,445.81,0
1786,926,27,2,267.24,47.09
1787,927,55,1,990.2,0
1788,927,9,1,84.04,0
1789,927,61,1,410.54,30.78
1790,928,22,1,366.11,0
1791,929,10,1,348.86,0
1792,929,64,2,737.63,0
1793,929,22,1,383.19,0
1794,930,38,2,674.68,105.46
1795,931,72,1,395.99,0
1796,932,56,2,341.16,0
1797,933,1,2,190.33,0
1798,933,77,2,126.15,17.52
1799,933,44,1,299.6,0
1800,933,30,2,2351.04,0
1801,933,65,1,811.64,0
1802,934,63,2,663.13,0
1803,935,59,1,289.07,17.88
1804,936,49,1,164.75,0
1805,937,45,1,356.66,0
1806,937,54,1,3203.49,0
1807,937,33,2,567.64,0
1808,937,60,1,804.61,0
1809,938,74,3,372.82,0
1810,938,5,1,436.11,63.92
1811,939,6,1,431.24,0
1812,940,38,3,674.12,0
1813,941,44,2,279.14,19.55
1814,942,66,1,112.05,0
1815,943,28,1,136.97,0
1816,944,16,1,319.88,0
1817,944,71,2,2845.6,0
1818,944,18,2,396.3,0
1819,945,65,1,858.31,0
1820,945,56,1,366.39,0
1821,946,74,1,406.02,0
1822,946,54,1,3181.64,0
1823,946,27,1,260.33,0
1824,947,42,2,302.95,0
1825,948,18,1,368.51,0
1826,948,16,1,344.71,0
1827,949,52,1,2656.45,104.08
1828,949,57,1,92.87,0
1829,950,2,1,610.86,0
1830,950,61,1,413.52,0
1831,950,25,1,729.94,38.75
1832,950,75,2,408.58,0
1833,951,30,1,2633.51,246.06
1834,951,60,2,814.0,96.13
1835,951,12,1,154.76,0
1836,952,31,1,472.8,0
1837,952,12,1,163.68,0
1838,953,46,2,453.92,0
1839,954,49,1,150.67,0
1840,955,25,1,811.71,0
